EmployeeID,MaritalStatus,Gender,EmploymentStatus,JobRole,CareerLevel,PerformanceRating,City,HiringPlatform,PhoneNumber,Email,EducationLevel,ReasonForResignation,DateOfBirth,DateOfJoining,LastAppraisalDate,ResignationDate,YearsOfExperience
106166,Married,Female,FullTime,Data Analyst,Experienced,Excellent,Bengaluru,Indeed,9.18154E+11,aarush.ram@gmail.com,Postgraduate,Still Working,1/9/1984,19/10/2018,6/6/2025,NA,4
110277,Married,Male,FullTime,Business Analyst,Experienced,Excellent,Bengaluru,Company Website,9.19054E+11,nitya.wali@gmail.com,Postgraduate,Toxic Work Culture,24/09/1982,14/05/2019,5/10/2024,5/11/2024,15
106590,Married,Male,FullTime,Software Engineer,Experienced,Excellent,Gurgaon,Employee Referral,9.16088E+11,piya.srivastava@gmail.com,Graduate,Still Working,12/3/1985,23/02/2019,10/29/2024,NA,16
105963,Married,Male,FullTime,Product Manager,Experienced,Good,Gurgaon,Naukri.com,9.17725E+11,jivin.dhaliwal@gmail.com,Postgraduate,Toxic Work Culture,8/5/1994,25/08/2019,10/13/2024,10/14/2024,15
111680,Unmarried,Male,FullTime,Data Analyst,Experienced,Excellent,Bengaluru,Naukri.com,9.17671E+11,aaryahi.biswas@gmail.com,Postgraduate,Toxic Work Culture,19/01/1995,19/05/2016,1/16/2025,1/17/2025,2
111336,Married,Male,FullTime,Data Scientist,Experienced,Poor,Hyderabad,Naukri.com,9.18651E+11,aradhya.agate@gmail.com,Postgraduate,Still Working,15/08/1993,29/10/2017,10/10/2024,NA,17
110287,Married,Female,FullTime,Software Engineer,Experienced,Excellent,Gurgaon,Employee Referral,9.17862E+11,nayantara.viswanathan@gmail.com,Graduate,Still Working,27/10/1991,28/07/2016,4/30/2025,NA,12
100973,Married,Female,FullTime,Data Scientist,Experienced,Good,Mumbai,LinkedIn,9.19795E+11,ojas.dasgupta@gmail.com,Graduate,Still Working,5/11/1977,25/10/2019,11/3/2025,NA,23
106029,Married,Female,FullTime,Software Tester,Experienced,Excellent,Hyderabad,Company Website,9.17774E+11,hunar.chandran@gmail.com,Graduate,Toxic Work Culture,25/02/1979,4/8/2021,12/18/2024,12/19/2024,10
100950,Married,Female,FullTime,Data Scientist,Experienced,Excellent,Bengaluru,Company Website,9.17923E+11,saksham.chandra@gmail.com,Graduate,Still Working,4/1/1983,7/8/2020,10/11/2024,NA,20
110492,Married,Female,FullTime,Machine Learning Engineer,Experienced,Good,Bengaluru,LinkedIn,9.17767E+11,pihu.shere@gmail.com,Graduate,Still Working,2/9/1966,13/05/2024,11/23/2024,NA,10
111104,Married,Male,FullTime,Business Analyst,Experienced,Good,Pune,LinkedIn,9.19012E+11,badal.anand@gmail.com,Graduate,Long Working Hours,26/05/1967,25/08/2017,10/7/2025,10/8/2025,16
100718,Married,Female,FullTime,Software Tester,Experienced,Excellent,Mumbai,Naukri.com,9.18368E+11,yuvraj..kakar@gmail.com,Postgraduate,Still Working,25/09/1989,15/06/2016,10/15/2024,NA,7
106225,Married,Male,FullTime,Data Scientist,Experienced,Excellent,Gurgaon,Naukri.com,9.1653E+11,chirag.jayaraman@gmail.com,Graduate,Toxic Work Culture,6/4/1990,27/09/2018,6/19/2025,6/20/2025,20
106518,Married,Male,FullTime,Product Manager,Experienced,Good,Mumbai,Employee Referral,9.17756E+11,kashvi.basak@gmail.com,Postgraduate,Toxic Work Culture,28/04/2002,15/06/2023,7/23/2025,7/24/2025,12
106073,Married,Male,FullTime,Quality Analyst,Experienced,Excellent,Bengaluru,Indeed,9.19194E+11,shamik.sehgal@gmail.com,Postgraduate,Still Working,16/01/1983,30/01/2018,5/23/2025,NA,9
100331,Married,Male,FullTime,Business Analyst,Experienced,Good,Hyderabad,LinkedIn,9.17842E+11,siya.chanda@gmail.com,Graduate,Toxic Work Culture,28/10/1988,22/11/2018,3/11/2024,3/12/2024,7
106257,Married,Female,FullTime,Data Scientist,Experienced,Good,Bengaluru,Employee Referral,9.18019E+11,madhav.srinivas@gmail.com,Graduate,Still Working,22/12/1981,7/5/2020,2/12/2024,NA,22
111378,Married,Female,FullTime,Marketing Analyst,Experienced,Good,Hyderabad,Naukri.com,9.18018E+11,heer.balan@gmail.com,Graduate,Still Working,21/03/1967,20/02/2024,11/17/2024,NA,8
100628,Married,Male,FullTime,Quality Analyst,Experienced,Excellent,Pune,Naukri.com,9.18489E+11,dhruv.ravel@gmail.com,Graduate,Still Working,26/01/1993,2/5/2023,9/8/2025,NA,9
106034,Married,Female,FullTime,Data Analyst,Experienced,Good,Bengaluru,Naukri.com,9.18237E+11,gokul.khare@gmail.com,Graduate,Still Working,18/05/1967,16/11/2018,9/14/2024,NA,13
106254,Married,Female,FullTime,Business Analyst,Experienced,Good,Bengaluru,Internshala,9.18719E+11,faiyaz.deshmukh@gmail.com,Graduate,Toxic Work Culture,2/1/1994,1/5/2016,2/5/2025,2/6/2025,20
110433,Married,Female,FullTime,Software Tester,Experienced,Excellent,Mumbai,Indeed,9.19238E+11,damini.kunda@gmail.com,Graduate,Toxic Work Culture,30/09/2000,4/2/2022,3/18/2025,3/19/2025,9
110744,Married,Male,FullTime,Data Scientist,Experienced,Good,Bengaluru,Internshala,9.16694E+11,tiya.reddy@gmail.com,Graduate,Still Working,20/12/1986,30/07/2017,12/30/2024,NA,17
106214,Married,Male,FullTime,Business Analyst,Experienced,Good,Bengaluru,Internshala,9.19237E+11,aaina.toor@gmail.com,Graduate,Toxic Work Culture,17/04/1969,4/1/2019,6/28/2025,6/29/2025,14
